"Player","Team","TACKLE","ASSIST","SACK","PD","INT","FF","FR","TD","FPTS"
"Deonte Banks","NYG","0.2","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.6"
"Cole Wisniewski","PHI","0.3","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.6"
"Tremon Smith","HOU","0.3","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.6"
"Nikko Reed","LAC","0.2","0.1","0.0","0.1","0.0","0.0","0.0","0.0","0.5"
"Elijah Hicks","CHI","0.3","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"Lorenzo Styles Jr.","NO","0.3","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"Daylen Everette","PIT","0.2","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"Jadon Canady","KC","0.3","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"Toriano Pride Jr.","BUF","0.3","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"Kris Abrams-Draine","DEN","0.3","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"Chandler Rivers","BAL","0.2","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"Charles Demmings","MIN","0.2","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"Akayleb Evans","CAR","0.2","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"Daijahn Anthony","CIN","0.2","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.4"
"Josh Hayes","TB","0.2","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.3"
"Isaac Yiadom","NO","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3"
"JL Skinner","DEN","0.2","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.3"
"Siran Neal","SF","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3"
"Hezekiah Masses","LV","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3"
"Genesis Smith","LAC","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2"
"Micah Robinson","TEN","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2"
"Kamari Ramsey","HOU","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1"
"Isaiah Oliver","ARI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"M.J. Stewart Jr.","HOU","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Tavierre Thomas","MIN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Corey Ballentine","JAC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"C.J. Henderson","ATL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Kindle Vildor","NE","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jack Jones","SF","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Kaiir Elam","KC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Coby Bryant","CHI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Cam Taylor-Britt","IND","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Rodney Thomas II","SEA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Tristin McCollum","LV","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jaylon Jones","IND","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Markquese Bell","DAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Alex Austin","MIA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Darrell Luter Jr.","SF","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Rejzohn Wright","NO","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Rashad Wisdom","TB","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Nehemiah Pritchett","SEA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Beanie Bishop Jr.","CHI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Reddy Steward","DAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Cobee Bryant","ATL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Dorian Strong","BUF","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Korie Black","NYG","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Donovan McMillon","CLE","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Kevin Knowles II","KC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Cam'Ron Silmon-Craig","JAC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jordan Clark","NYJ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Johnathan Baldwin II","GB","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Greedy Vance Jr.","LV","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Keyon Martin","BAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jamal Adams","MIN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Ronnie Harrison Jr.","MIA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jaylon Carlies","IND","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
""
""
