"Player","Team","TACKLE","ASSIST","SACK","PD","INT","FF","FR","TD","FPTS"
"Deatrich Wise Jr.","WAS","0.8","0.4","0.1","0.0","0.0","0.0","0.0","0.0","1.9"
"Bo Richter","MIN","0.8","0.3","0.1","0.1","0.0","0.0","0.0","0.0","1.9"
"Broderick Washington Jr.","BAL","0.9","0.5","0.0","0.0","0.0","0.0","0.0","0.0","1.9"
"TJ Parker","BUF","0.7","0.3","0.1","0.0","0.0","0.0","0.0","0.0","1.9"
"Elijah Roberts","TB","0.7","0.4","0.1","0.1","0.0","0.0","0.0","0.0","1.8"
"Bobby Jamison-Travis","NYG","0.8","0.4","0.0","0.0","0.0","0.0","0.0","0.0","1.8"
"Sam Williams","DAL","0.7","0.3","0.1","0.0","0.0","0.0","0.0","0.0","1.8"
"Jer'Zhan Newton","WAS","0.7","0.4","0.1","0.0","0.0","0.0","0.0","0.0","1.7"
"Matt Dickerson","JAC","0.8","0.4","0.1","0.0","0.0","0.0","0.0","0.0","1.7"
"Joshua Farmer","NE","0.8","0.4","0.0","0.0","0.0","0.0","0.0","0.0","1.7"
"Ty Hamilton","LAR","0.8","0.4","0.0","0.0","0.0","0.0","0.0","0.0","1.6"
"Wesley Williams","JAC","0.6","0.3","0.1","0.0","0.0","0.0","0.0","0.0","1.6"
"Chauncey Golston","NYG","0.6","0.3","0.1","0.0","0.0","0.0","0.0","0.0","1.5"
"A.J. Epenesa","PHI","0.6","0.3","0.1","0.0","0.0","0.0","0.0","0.0","1.5"
"Jackie Marshall","TEN","0.7","0.4","0.0","0.0","0.0","0.0","0.0","0.0","1.5"
"Kris Jenkins Jr.","CIN","0.7","0.4","0.0","0.0","0.0","0.0","0.0","0.0","1.4"
"Danny Striggow","JAC","0.6","0.2","0.1","0.0","0.0","0.0","0.0","0.0","1.4"
"David Ojabo","MIA","0.6","0.3","0.1","0.0","0.0","0.0","0.0","0.0","1.4"
"Andrew Billings","ARI","0.7","0.3","0.0","0.0","0.0","0.0","0.0","0.0","1.4"
"Chris McClellan","GB","0.6","0.3","0.0","0.0","0.0","0.0","0.0","0.0","1.4"
"David Walker","TB","0.5","0.2","0.1","0.0","0.0","0.0","0.0","0.0","1.4"
"Dylan Horton","HOU","0.5","0.3","0.0","0.0","0.0","0.0","0.0","0.0","1.3"
"Anfernee Jennings","NO","0.6","0.2","0.0","0.0","0.0","0.0","0.0","0.0","1.2"
"Jack Sawyer","PIT","0.4","0.2","0.1","0.1","0.0","0.0","0.0","0.0","1.2"
"Yahya Black","PIT","0.5","0.3","0.0","0.0","0.0","0.0","0.0","0.0","1.2"
"Jonah Williams","ARI","0.5","0.3","0.1","0.0","0.0","0.0","0.0","0.0","1.2"
"Tyrus Wheat","DAL","0.4","0.2","0.1","0.0","0.0","0.0","0.0","0.0","1.1"
"Marcus Davenport","CHI","0.5","0.2","0.1","0.0","0.0","0.0","0.0","0.0","1.1"
"Jerry Tillery","IND","0.5","0.3","0.0","0.0","0.0","0.0","0.0","0.0","1.1"
"JJ Pegues","LV","0.6","0.3","0.0","0.0","0.0","0.0","0.0","0.0","1.1"
"Romello Height","SF","0.4","0.2","0.1","0.0","0.0","0.0","0.0","0.0","1.1"
"Que Robinson","DEN","0.4","0.2","0.0","0.0","0.0","0.0","0.0","0.0","1.1"
"Aeneas Peebles","BAL","0.4","0.2","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"Chris Williams","ATL","0.4","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.9"
"Brandon Pili","SEA","0.5","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.9"
"Adin Huntington","CLE","0.4","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.9"
"Emmanuel Ogbah","KC","0.4","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.9"
"Khristian Boyd","NO","0.4","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.9"
"Rakeem Nunez-Roches Sr.","TB","0.4","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.9"
"Jordan van den Berg","CHI","0.4","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.9"
"Rylie Mills","SEA","0.4","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.8"
"Thomas Incoom","CAR","0.3","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.8"
"Arnold Ebiketie","PHI","0.3","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.7"
"Cedric Johnson","CIN","0.3","0.1","0.1","0.0","0.0","0.0","0.0","0.0","0.7"
"Mike Morris","SEA","0.3","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.7"
"Leonard Taylor III","NE","0.3","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.7"
"Rayshaun Benny","BAL","0.3","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.7"
"George Gumbs Jr.","IND","0.3","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.6"
"Jared Ivey","SEA","0.2","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.6"
"Mazi Smith","NYJ","0.3","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.6"
"Naquan Jones","HOU","0.3","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"Marist Liufau","DAL","0.2","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"Tyler Batty","MIN","0.2","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"Max Llewellyn","MIA","0.2","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"Josh Tupou","NYG","0.2","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"Braiden McGregor","NYJ","0.2","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.4"
"Ty Robinson","PHI","0.2","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.4"
"Daniel Hardy","CHI","0.1","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.3"
"Bradyn Swinson","NE","0.1","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.3"
"Nick Barrett","LAC","0.1","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.3"
"Keir Thomas II","LAR","0.1","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.3"
"Sai'vion Jones","DEN","0.1","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.3"
"Roy Robertson-Harris","NYG","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Dorance Armstrong Jr.","WAS","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Kentavius Street","CHI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jalyn Holmes","TEN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Julian Okwara","CLE","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Azeez Ojulari","ATL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Cameron Sample","ATL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Marlon Tuipulotu","ATL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Chris Rumph II","NO","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Phidarian Mathis","BUF","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Tyreke Smith","KC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Drake Jackson","WAS","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Eric Johnson II","ATL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"James Houston","DAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jordan Jackson","DEN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Bryan Bresee","NO","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Zacch Pickens","NYG","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Robert Beal Jr.","MIA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Tyler Lacy","DET","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jose Ramirez","PHI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Caleb Murphy","NYG","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"C.J. Okoye","BAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"McKinnley Jackson","CIN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Adisa Isaac","BAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Javon Solomon","BUF","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Chris Braswell","TB","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Javontae Jean-Baptiste","WAS","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jaylen Harrell","TEN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Evan Anderson","SF","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Elijah Chatman","CLE","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"LT Overton","DAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Nazir Stackhouse","GB","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Collin Oliver","GB","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Kyle Kennard","LAC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jay Toia","DAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Fadil Diggs","NO","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Kyonte Hamilton","HOU","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Chaz Chambliss","MIN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Ethan Downs","KC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"B.J. Green II","JAC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Elijah Simmons","TB","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Connor O'Toole","SEA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jahfari Harvey","LV","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Elijah Williams","MIN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Kaleb Proctor","ARI","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
""
""
